fcode,year,month,obs_dengue_cases,population,area,ws_avg,ws_min,ws_max,t2m_avg,t2m_min,t2m_max,rh_avg,rh_min,rh_max,tp_accum,l1_code,l1_name
TTYTKV_KIEN_LUONG_KG,2024,11,9,87746,431.21999999999997,2.08574158,1.035681952,3.54904463,299.748554,297.08188966666665,303.39144433333325,83.41593803333333,66.50386226666666,95.3050954333333,0.19475620124,91,
TTYTKV_KIEN_LUONG_KG,2024,12,4,87746,431.21999999999997,2.205065383870968,1.0346105111290322,3.4434413774193553,298.3771477419356,295.9685367741935,301.37462645161287,84.62965006451614,72.10800177419353,94.65188661290324,0.23528320794252003,91,
TTYTKV_KIEN_TUONG_LA,2010,1,1,60489,258.77,3.509319229032258,2.3651465145161286,4.91537353548387,298.9620209677419,296.77283451612897,302.1279387096774,78.34480274193547,62.254799322580645,90.20829716129033,0.08294115897300003,80,
TTYTKV_KIEN_TUONG_LA,2010,2,1,60489,258.77,3.3830539464285714,1.9825441282142855,5.017271114285714,299.8574925,296.99921428571434,303.85164857142854,78.06963057142858,57.21084507142857,93.64993878571428,0.0085739688683,80,
TTYTKV_KIEN_TUONG_LA,2010,3,0,60489,258.77,3.5629107516129026,2.1390165199999998,5.09514880967742,301.2908183870968,298.3898335483871,305.41418419354846,72.61573593548387,52.635237870967735,88.62179258064515,0.02447865834747,80,
TTYTKV_KIEN_TUONG_LA,2010,4,1,60489,258.77,2.823954856666667,1.3983939260000002,4.400180660000001,302.44998833333335,299.21083100000004,307.01693900000004,73.2042741,50.44347433333335,91.28519086666667,0.034806788713400004,80,
TTYTKV_KIEN_TUONG_LA,2010,5,0,60489,258.77,2.286311109677419,0.9700377519354838,3.8866766096774192,302.74477225806453,299.8370235483871,306.96686032258066,76.840773,56.958845387096765,92.70056335483872,0.19923613697000003,80,
TTYTKV_KIEN_TUONG_LA,2010,6,0,60489,258.77,2.113347893333333,1.09842703,3.6430301800000007,300.60623633333336,298.6115923333333,304.07841333333334,87.03665113333332,71.3803755,96.4477291,0.4744392692999999,80,
TTYTKV_KIEN_TUONG_LA,2010,7,4,60489,258.77,2.1535485129032255,1.1058150511935483,3.6231509451612904,299.9773232258065,297.9969441935483,303.2246729032257,87.59972432258063,72.43841048387097,96.59916351612902,0.4448653030400001,80,
TTYTKV_KIEN_TUONG_LA,2010,8,9,60489,258.77,2.316589670967742,1.2152209551612905,3.8560577064516126,299.90309580645163,297.93092451612904,303.35593225806446,87.51054303225807,72.43588119354838,96.52447258064515,0.36668745140000003,80,
TTYTKV_KIEN_TUONG_LA,2010,9,12,60489,258.77,1.6775001833333336,0.741785189,3.0886433933333337,299.886495,297.6997433333333,303.550708,87.28281643333334,71.62050729999997,97.12248806666665,0.45350891460000003,80,
